repository,url,owner,stars,last_updated
MichaelMacaulay/Developer-DAO-Subgraph,https://github.com/MichaelMacaulay/Developer-DAO-Subgraph,michaelmacaulay,0,2023-06-27 14:35:14+00:00
5ajaki/LooHack,https://github.com/5ajaki/LooHack,5ajaki,0,2023-06-25 04:32:57+00:00
corerouter/subgraphs,https://github.com/corerouter/subgraphs,corerouter,0,2023-06-22 12:14:50+00:00
colinnielsen/contractooor-subgraph,https://github.com/colinnielsen/contractooor-subgraph,colinnielsen,0,2023-06-15 04:32:32+00:00
Data-Nexus-Web3/Camelot-v3,https://github.com/Data-Nexus-Web3/Camelot-v3,data-nexus-web3,0,2023-06-13 15:55:42+00:00
ChainSafe/game-subgraphs,https://github.com/ChainSafe/game-subgraphs,chainsafe,2,2023-06-08 18:17:32+00:00
Ian-Bright/bls-wallet-analytics,https://github.com/Ian-Bright/bls-wallet-analytics,ian-bright,0,2023-06-01 15:00:45+00:00
upnodedev/gnosis-gravatar-subgraph,https://github.com/upnodedev/gnosis-gravatar-subgraph,upnodedev,0,2023-05-28 17:49:08+00:00
morgan-redbite/zksyncdex-graph,https://github.com/morgan-redbite/zksyncdex-graph,morgan-redbite,1,2023-05-23 04:31:28+00:00
Web3Rizzards/bluebirdswap,https://github.com/Web3Rizzards/bluebirdswap,web3rizzards,1,2023-04-19 01:55:39+00:00
gaollg/tintin-lesson-5,https://github.com/gaollg/tintin-lesson-5,gaollg,0,2023-04-14 07:31:37+00:00
DALHOUM-Ahmed/aurora-subgraph,https://github.com/DALHOUM-Ahmed/aurora-subgraph,dalhoum-ahmed,0,2023-03-31 04:50:36+00:00
TobiasLoader/raeda,https://github.com/TobiasLoader/raeda,tobiasloader,2,2023-03-29 16:09:42+00:00
QuickSwap/v3-subgraphs,https://github.com/QuickSwap/v3-subgraphs,quickswap,2,2023-03-27 14:30:48+00:00
RaviMauryaHootowl/DeSocials,https://github.com/RaviMauryaHootowl/DeSocials,ravimauryahootowl,1,2023-03-26 12:56:49+00:00
asim07/BunnyPunk-subgraphs,https://github.com/asim07/BunnyPunk-subgraphs,asim07,0,2023-03-21 20:07:03+00:00
VlodkoMr/near-chatme,https://github.com/VlodkoMr/near-chatme,vlodkomr,17,2023-03-14 08:19:57+00:00
ouryi2019/shhans_club_test_subgrah,https://github.com/ouryi2019/shhans_club_test_subgrah,ouryi2019,0,2023-03-08 09:45:55+00:00
DimensionDev/ITO-Subgraph,https://github.com/DimensionDev/ITO-Subgraph,dimensiondev,1,2023-03-05 17:50:54+00:00
DimensionDev/RedPacket-Subgraph,https://github.com/DimensionDev/RedPacket-Subgraph,dimensiondev,0,2023-03-03 04:44:51+00:00
dl-dapppad/subgraph,https://github.com/dl-dapppad/subgraph,dl-dapppad,0,2023-02-24 13:05:43+00:00
mesher-labs/swallow-monorepo,https://github.com/mesher-labs/swallow-monorepo,mesher-labs,7,2023-02-14 10:23:20+00:00
Galxe/galxe-nft-subgraph,https://github.com/Galxe/galxe-nft-subgraph,galxe,22,2023-02-13 03:49:05+00:00
shashank42/glip-protocols,https://github.com/shashank42/glip-protocols,shashank42,0,2023-02-12 03:18:28+00:00
Developer-DAO/Lens-Graph-Subgraph,https://github.com/Developer-DAO/Lens-Graph-Subgraph,developer-dao,54,2023-02-07 13:47:19+00:00
ErDanieh/Easy-First-SmartContracts,https://github.com/ErDanieh/Easy-First-SmartContracts,erdanieh,0,2023-01-27 17:23:41+00:00
opynfinance/Convexity-Subgraph,https://github.com/opynfinance/Convexity-Subgraph,opynfinance,0,2023-01-24 04:28:09+00:00
eternauta1337/voting-subgraph,https://github.com/eternauta1337/voting-subgraph,eternauta1337,0,2023-01-24 02:28:29+00:00
erasureprotocol/erasure-protocol,https://github.com/erasureprotocol/erasure-protocol,erasureprotocol,164,2023-01-24 00:40:11+00:00
OpenST/facilitator,https://github.com/OpenST/facilitator,openst,14,2023-01-23 23:02:36+00:00
0xmetropolis/subgraph,https://github.com/0xmetropolis/subgraph,0xmetropolis,6,2023-01-23 17:37:35+00:00
SVerseLab/Shadow-Subgraphs,https://github.com/SVerseLab/Shadow-Subgraphs,sverselab,0,2023-01-21 21:37:48+00:00
anudit/101BadgesSubgraph,https://github.com/anudit/101BadgesSubgraph,anudit,1,2023-01-21 13:30:08+00:00
juanmardefago/loopring-subgraph-v2,https://github.com/juanmardefago/loopring-subgraph-v2,juanmardefago,3,2023-01-19 22:11:42+00:00
Amtaf/ENS_10K_Subgraph,https://github.com/Amtaf/ENS_10K_Subgraph,amtaf,0,2023-01-09 20:19:12+00:00
OpenST/mosaic-chains,https://github.com/OpenST/mosaic-chains,openst,13,2022-12-30 17:21:02+00:00
SANTHOSH17-DOT/ETHIndia22,https://github.com/SANTHOSH17-DOT/ETHIndia22,santhosh17-dot,0,2022-12-26 12:31:14+00:00
ripples3/daohaus-subgraph,https://github.com/ripples3/daohaus-subgraph,ripples3,0,2022-12-22 17:58:40+00:00
0xSenzel/chainlink-graph-randomwinner,https://github.com/0xSenzel/chainlink-graph-randomwinner,0xsenzel,0,2022-12-22 11:16:18+00:00
d3centr/uniswap-dapp,https://github.com/d3centr/uniswap-dapp,d3centr,0,2022-12-13 23:35:52+00:00
2key/2key-subgraphs,https://github.com/2key/2key-subgraphs,2key,10,2022-12-12 05:55:51+00:00
protofire/uma-subgraph,https://github.com/protofire/uma-subgraph,protofire,3,2022-12-11 14:43:05+00:00
poanetwork/poamania-subgraph,https://github.com/poanetwork/poamania-subgraph,poanetwork,1,2022-12-11 00:09:34+00:00
odyssy-automaton/daohaus-moloch-v2-factory,https://github.com/odyssy-automaton/daohaus-moloch-v2-factory,odyssy-automaton,1,2022-12-10 16:42:38+00:00
gnosis/dex-subgraph,https://github.com/gnosis/dex-subgraph,gnosis,15,2022-12-10 14:16:01+00:00
sistemico/zinc-subgraph,https://github.com/sistemico/zinc-subgraph,sistemico,0,2022-12-09 17:48:55+00:00
parallel-finance/subgraph-generator,https://github.com/parallel-finance/subgraph-generator,parallel-finance,0,2022-12-08 17:28:06+00:00
eternauta1337/aragon-voting-subgraph,https://github.com/eternauta1337/aragon-voting-subgraph,eternauta1337,1,2022-12-07 18:21:07+00:00
Betoken/betoken-subgraph,https://github.com/Betoken/betoken-subgraph,betoken,5,2022-12-06 15:36:28+00:00
blocklytics/foam-subgraph,https://github.com/blocklytics/foam-subgraph,blocklytics,1,2022-12-06 14:37:19+00:00
Nemusonaneko/token-escrow-subgraph,https://github.com/Nemusonaneko/token-escrow-subgraph,nemusonaneko,1,2022-12-02 09:35:50+00:00
Ijlal-Ishaq/Social-Blocks-Graph,https://github.com/Ijlal-Ishaq/Social-Blocks-Graph,ijlal-ishaq,0,2022-11-21 14:04:21+00:00
dswilson4/public-canto-eip721-subgraph,https://github.com/dswilson4/public-canto-eip721-subgraph,dswilson4,0,2022-11-17 01:03:48+00:00
creaton-io/creaton,https://github.com/creaton-io/creaton,creaton-io,46,2022-11-14 13:40:13+00:00
tonyfung99/tride-subgraph,https://github.com/tonyfung99/tride-subgraph,tonyfung99,1,2022-11-08 06:57:44+00:00
Omegachads/impressions-subgraph,https://github.com/Omegachads/impressions-subgraph,omegachads,0,2022-11-06 16:43:05+00:00
Hirama/graph,https://github.com/Hirama/graph,hirama,0,2022-11-05 20:56:57+00:00
paraswap/paraswap-rfq-subgraph,https://github.com/paraswap/paraswap-rfq-subgraph,paraswap,0,2022-11-02 21:42:35+00:00
Itheum/poc-identity-factory-subgraph,https://github.com/Itheum/poc-identity-factory-subgraph,itheum,0,2022-11-01 09:36:32+00:00
kenjicncr/teddy-subgraph,https://github.com/kenjicncr/teddy-subgraph,kenjicncr,0,2022-10-26 23:36:24+00:00
magalimorin18/graph-node-UP,https://github.com/magalimorin18/graph-node-UP,magalimorin18,0,2022-10-26 16:03:09+00:00
dezzyboy/jioswap-subgraph,https://github.com/dezzyboy/jioswap-subgraph,dezzyboy,2,2022-10-23 15:26:01+00:00
salviega/cosmos-subgraph,https://github.com/salviega/cosmos-subgraph,salviega,0,2022-10-23 02:23:27+00:00
reanblock/fameladysquad-subgraph,https://github.com/reanblock/fameladysquad-subgraph,reanblock,0,2022-10-15 04:31:34+00:00
SilviaMargaritaOcegueda/matic-sub,https://github.com/SilviaMargaritaOcegueda/matic-sub,silviamargaritaocegueda,0,2022-10-04 03:43:41+00:00
JeffCX/Art-Gobbler-indexer,https://github.com/JeffCX/Art-Gobbler-indexer,jeffcx,0,2022-09-27 12:57:01+00:00
Abbas-Khann/NFTicket,https://github.com/Abbas-Khann/NFTicket,abbas-khann,8,2022-09-25 18:43:17+00:00
muffinfi/muffin-subgraph,https://github.com/muffinfi/muffin-subgraph,muffinfi,1,2022-09-23 03:45:50+00:00
thisisommore/dpm-web3-contracts,https://github.com/thisisommore/dpm-web3-contracts,thisisommore,0,2022-09-21 19:07:57+00:00
0xSzeth/back-to-the-future-fantom,https://github.com/0xSzeth/back-to-the-future-fantom,0xszeth,0,2022-09-21 18:20:13+00:00
chris13524/pap3rs,https://github.com/chris13524/pap3rs,chris13524,0,2022-09-10 15:44:12+00:00
mux-world/mux-referral-subgraph,https://github.com/mux-world/mux-referral-subgraph,mux-world,0,2022-09-01 07:59:47+00:00
protofire/maker-protocol-subgraph,https://github.com/protofire/maker-protocol-subgraph,protofire,16,2022-08-31 11:35:34+00:00
SmoothBot/keeper-perf-subgraph,https://github.com/SmoothBot/keeper-perf-subgraph,smoothbot,0,2022-08-23 11:02:42+00:00
diegocaminor/stitch-frontend,https://github.com/diegocaminor/stitch-frontend,diegocaminor,1,2022-08-21 14:40:46+00:00
beethovenxfi/user-bpt-balances-subgraph,https://github.com/beethovenxfi/user-bpt-balances-subgraph,beethovenxfi,1,2022-08-18 05:27:11+00:00
SiriusFinance/sirius-subgraph-astar,https://github.com/SiriusFinance/sirius-subgraph-astar,siriusfinance,2,2022-08-09 07:18:15+00:00
MercuricChloride/mess,https://github.com/MercuricChloride/mess,mercuricchloride,0,2022-08-06 12:37:01+00:00
sharathkrml/tech-assignment-1,https://github.com/sharathkrml/tech-assignment-1,sharathkrml,0,2022-08-03 10:28:56+00:00
centfinance/Symmetric.Subgraph,https://github.com/centfinance/Symmetric.Subgraph,centfinance,1,2022-08-02 14:48:15+00:00
bhargavaparoksham/badge-subgraph,https://github.com/bhargavaparoksham/badge-subgraph,bhargavaparoksham,0,2022-08-01 17:55:06+00:00
JoinColony/subgraphMetrics,https://github.com/JoinColony/subgraphMetrics,joincolony,1,2022-08-01 11:23:18+00:00
tianenpang/muse,https://github.com/tianenpang/muse,tianenpang,7,2022-07-24 14:10:04+00:00
anudit/poppsubgraph,https://github.com/anudit/poppsubgraph,anudit,0,2022-07-18 03:44:52+00:00
Instadapp/Paraswap-subgraph,https://github.com/Instadapp/Paraswap-subgraph,instadapp,0,2022-06-29 02:08:13+00:00
PLSFusion/The-Hexican-Archive,https://github.com/PLSFusion/The-Hexican-Archive,plsfusion,0,2022-06-29 01:04:52+00:00
0xasimraza/Subgraph,https://github.com/0xasimraza/Subgraph,0xasimraza,0,2022-06-18 11:23:31+00:00
jonathanhudak/subgraph,https://github.com/jonathanhudak/subgraph,jonathanhudak,0,2022-06-15 06:29:42+00:00
NFTX-project/eip721-subgraph-arbitrum,https://github.com/NFTX-project/eip721-subgraph-arbitrum,nftx-project,0,2022-06-14 09:12:32+00:00
incrypto32/billing-subgraph,https://github.com/incrypto32/billing-subgraph,incrypto32,1,2022-06-13 10:57:33+00:00
union-quest/union-quest,https://github.com/union-quest/union-quest,union-quest,7,2022-06-11 15:09:25+00:00
DimensionDev/MaskBox-Subgraph,https://github.com/DimensionDev/MaskBox-Subgraph,dimensiondev,0,2022-06-10 06:05:27+00:00
melotik/avax-nft-subgraph,https://github.com/melotik/avax-nft-subgraph,melotik,2,2022-06-05 14:34:05+00:00
cudoventures/cudos-subgraph,https://github.com/cudoventures/cudos-subgraph,cudoventures,0,2022-06-01 10:03:26+00:00
cryptovoxels/parcel-market-subgraph,https://github.com/cryptovoxels/parcel-market-subgraph,cryptovoxels,0,2022-05-30 09:38:33+00:00
web3hunt/web3hunt,https://github.com/web3hunt/web3hunt,web3hunt,4,2022-05-29 14:59:21+00:00
FarmersOnlyFi/foxswap-subgraph,https://github.com/FarmersOnlyFi/foxswap-subgraph,farmersonlyfi,0,2022-05-27 22:01:22+00:00
rtomas/lens-protocol-subgraph,https://github.com/rtomas/lens-protocol-subgraph,rtomas,1,2022-05-21 02:02:01+00:00
mrazaabbas54/Random-winner-game-,https://github.com/mrazaabbas54/Random-winner-game-,mrazaabbas54,0,2022-05-14 08:45:27+00:00
schmidsi/subgraph-dojo,https://github.com/schmidsi/subgraph-dojo,schmidsi,0,2022-05-13 10:50:48+00:00
Dapp-Learning-DAO/Dapp-Learning-WaterMargin,https://github.com/Dapp-Learning-DAO/Dapp-Learning-WaterMargin,dapp-learning-dao,2,2022-05-13 09:22:59+00:00
InverseFinance/inverse-subgraph,https://github.com/InverseFinance/inverse-subgraph,inversefinance,1,2022-05-10 22:57:34+00:00
RumeelHussainbnb/BAS-Nodereal-Demo-TheGraph,https://github.com/RumeelHussainbnb/BAS-Nodereal-Demo-TheGraph,rumeelhussainbnb,1,2022-05-10 12:41:46+00:00
SushimiNFT/holder-subgraph,https://github.com/SushimiNFT/holder-subgraph,sushiminft,3,2022-05-07 11:20:46+00:00
hyperbch/v3-subgraph,https://github.com/hyperbch/v3-subgraph,hyperbch,0,2022-05-07 03:55:14+00:00
open-web-academy/thegraph,https://github.com/open-web-academy/thegraph,open-web-academy,0,2022-05-07 00:31:12+00:00
envoys-lab/envoys-subgraph,https://github.com/envoys-lab/envoys-subgraph,envoys-lab,0,2022-05-05 16:47:48+00:00
crypto-stats/list-registry-subgraph,https://github.com/crypto-stats/list-registry-subgraph,crypto-stats,0,2022-05-05 13:42:07+00:00
tellor-io/tellor-multis-matich-graph,https://github.com/tellor-io/tellor-multis-matich-graph,tellor-io,0,2022-05-03 17:50:18+00:00
tellor-io/tellor-multis-mumbaih-graph,https://github.com/tellor-io/tellor-multis-mumbaih-graph,tellor-io,0,2022-05-03 17:41:23+00:00
jooyyy/graph-demo,https://github.com/jooyyy/graph-demo,jooyyy,0,2022-04-29 23:32:24+00:00
fudgebucket27/lexplorerSubgraph,https://github.com/fudgebucket27/lexplorerSubgraph,fudgebucket27,0,2022-04-23 20:38:34+00:00
Braeden0415/OIN-Fincance-SubGraph,https://github.com/Braeden0415/OIN-Fincance-SubGraph,braeden0415,0,2022-04-21 18:36:23+00:00
code-fiddle/diypunks,https://github.com/code-fiddle/diypunks,code-fiddle,0,2022-04-20 16:36:16+00:00
VitalPointAI/subgraph-poolv1,https://github.com/VitalPointAI/subgraph-poolv1,vitalpointai,0,2022-04-16 19:48:18+00:00
travisformayor/curio-holders,https://github.com/travisformayor/curio-holders,travisformayor,0,2022-04-12 18:48:30+00:00
Convergence-Finance/convergence-moonbeam-subgraph,https://github.com/Convergence-Finance/convergence-moonbeam-subgraph,convergence-finance,0,2022-04-06 10:02:47+00:00
VitalPointAI/subgraph-catalyst-factory-mainnet,https://github.com/VitalPointAI/subgraph-catalyst-factory-mainnet,vitalpointai,0,2022-04-02 23:05:27+00:00
Hector-Network/hector-subgraph,https://github.com/Hector-Network/hector-subgraph,hector-network,3,2022-04-01 11:07:31+00:00
z3r0d0n3/BalconyDaoGraph,https://github.com/z3r0d0n3/BalconyDaoGraph,z3r0d0n3,0,2022-03-25 07:23:48+00:00
shehanchalaka/pendle-tokens-subgraph,https://github.com/shehanchalaka/pendle-tokens-subgraph,shehanchalaka,0,2022-03-24 15:42:36+00:00
efenstakes/gravatar-graphi,https://github.com/efenstakes/gravatar-graphi,efenstakes,0,2022-03-23 11:34:41+00:00
traversng/castlekids-subgraph,https://github.com/traversng/castlekids-subgraph,traversng,0,2022-03-22 16:22:11+00:00
OlympusDAO/olympus-liquidity-subgraph,https://github.com/OlympusDAO/olympus-liquidity-subgraph,olympusdao,2,2022-03-19 21:02:36+00:00
MohaiminulEraj/gravatar-subgraph,https://github.com/MohaiminulEraj/gravatar-subgraph,mohaiminuleraj,0,2022-03-17 06:14:36+00:00
Pepewitch/pancakeswap0,https://github.com/Pepewitch/pancakeswap0,pepewitch,0,2022-03-16 08:15:12+00:00
Pepewitch/traderjoedex0,https://github.com/Pepewitch/traderjoedex0,pepewitch,0,2022-03-15 15:52:23+00:00
Previsionz-Blockchain/dydx-starkware-subgraph,https://github.com/Previsionz-Blockchain/dydx-starkware-subgraph,previsionz-blockchain,0,2022-03-02 14:06:31+00:00
blocksquare/blocksquare-graph,https://github.com/blocksquare/blocksquare-graph,blocksquare,1,2022-02-24 10:04:32+00:00
ashlesh-settlemint/scs1,https://github.com/ashlesh-settlemint/scs1,ashlesh-settlemint,0,2022-02-24 05:19:43+00:00
hazelnutcloud/exodia-subgraph-v2,https://github.com/hazelnutcloud/exodia-subgraph-v2,hazelnutcloud,0,2022-02-24 03:47:18+00:00
mertcanaltin/full-stack-web3,https://github.com/mertcanaltin/full-stack-web3,mertcanaltin,2,2022-02-19 08:52:53+00:00
tomjrtsmith/ribbon_subgraph,https://github.com/tomjrtsmith/ribbon_subgraph,tomjrtsmith,0,2022-02-15 01:10:59+00:00
travisformayor/curiocards-wrapper-subgraph,https://github.com/travisformayor/curiocards-wrapper-subgraph,travisformayor,0,2022-02-11 19:46:16+00:00
alphasea-dapp/alphasea,https://github.com/alphasea-dapp/alphasea,alphasea-dapp,5,2022-02-07 09:47:29+00:00
sirnicolaz/subgraphs,https://github.com/sirnicolaz/subgraphs,sirnicolaz,0,2022-01-28 14:42:06+00:00
nomspace/nom-subgraph,https://github.com/nomspace/nom-subgraph,nomspace,0,2022-01-20 02:11:44+00:00
lovelyrrg51/staking_subgraph,https://github.com/lovelyrrg51/staking_subgraph,lovelyrrg51,2,2022-01-17 15:50:56+00:00
opendao-protocols/open-mint-puffcakev2-subgraph,https://github.com/opendao-protocols/open-mint-puffcakev2-subgraph,opendao-protocols,0,2022-01-16 07:42:19+00:00
Hrushi2406/nft-marketplace,https://github.com/Hrushi2406/nft-marketplace,hrushi2406,32,2022-01-14 14:29:58+00:00
Abacus-wtf/abacus-indexer,https://github.com/Abacus-wtf/abacus-indexer,abacus-wtf,0,2022-01-11 23:57:41+00:00
tur461/Subgraphs,https://github.com/tur461/Subgraphs,tur461,0,2021-12-18 07:53:07+00:00
kumailraza404/GrtSubgraph,https://github.com/kumailraza404/GrtSubgraph,kumailraza404,1,2021-12-16 11:32:23+00:00
DIGITALAX/nix-subgraph,https://github.com/DIGITALAX/nix-subgraph,digitalax,2,2021-12-09 15:03:04+00:00
VitalPointAI/subgraph-dao,https://github.com/VitalPointAI/subgraph-dao,vitalpointai,0,2021-12-04 00:58:42+00:00
itsjerryokolo/Viral-Token,https://github.com/itsjerryokolo/Viral-Token,itsjerryokolo,0,2021-11-23 08:18:16+00:00
critesjosh/hello-celo-graph,https://github.com/critesjosh/hello-celo-graph,critesjosh,0,2021-11-19 16:07:51+00:00
VitalPointAI/graph-near-blocks,https://github.com/VitalPointAI/graph-near-blocks,vitalpointai,0,2021-11-15 00:09:19+00:00
beeshalrizal/balancer-merkle-orchard,https://github.com/beeshalrizal/balancer-merkle-orchard,beeshalrizal,0,2021-11-10 12:34:51+00:00
trustlines-protocol/tl-swap,https://github.com/trustlines-protocol/tl-swap,trustlines-protocol,0,2021-10-26 10:52:35+00:00
ApeSwapFinance/apeswap-subgraph,https://github.com/ApeSwapFinance/apeswap-subgraph,apeswapfinance,4,2021-10-25 17:35:02+00:00
Slokh/opensea-analytics,https://github.com/Slokh/opensea-analytics,slokh,3,2021-10-14 21:48:02+00:00
protofire/autoglyphs,https://github.com/protofire/autoglyphs,protofire,7,2021-10-12 16:59:49+00:00
decentralgames/graph-ice-registrant,https://github.com/decentralgames/graph-ice-registrant,decentralgames,0,2021-10-05 01:38:37+00:00
bndes/rbb-identificacao,https://github.com/bndes/rbb-identificacao,bndes,1,2021-09-27 20:18:51+00:00
unbound-finance/unbound-subgraph,https://github.com/unbound-finance/unbound-subgraph,unbound-finance,0,2021-09-25 07:05:09+00:00
reflexer-labs/geb-periphery-subgraph,https://github.com/reflexer-labs/geb-periphery-subgraph,reflexer-labs,1,2021-09-22 14:09:50+00:00
zacel/rari-fuse-subgraph,https://github.com/zacel/rari-fuse-subgraph,zacel,4,2021-09-15 02:09:04+00:00
lmcorbalan/subgraph-issue,https://github.com/lmcorbalan/subgraph-issue,lmcorbalan,0,2021-09-06 20:04:08+00:00
protofire/memeltd-subgraph,https://github.com/protofire/memeltd-subgraph,protofire,1,2021-09-02 18:44:51+00:00
0xSzeth/back-to-the-future-rinkeby,https://github.com/0xSzeth/back-to-the-future-rinkeby,0xszeth,0,2021-08-27 22:50:38+00:00
Yoio/OKExChain-TheGraph-Integration,https://github.com/Yoio/OKExChain-TheGraph-Integration,yoio,4,2021-08-17 01:54:30+00:00
protofire/makers-place-subgraph,https://github.com/protofire/makers-place-subgraph,protofire,1,2021-08-12 18:17:21+00:00
PSYTWEAK/promise-subgraph,https://github.com/PSYTWEAK/promise-subgraph,psytweak,0,2021-08-10 15:08:59+00:00
naikaayush/orange-life-the-graph,https://github.com/naikaayush/orange-life-the-graph,naikaayush,1,2021-08-10 12:51:23+00:00
daniel-kung/swap-ok,https://github.com/daniel-kung/swap-ok,daniel-kung,0,2021-08-01 07:38:07+00:00
GITCOINDEVELOPER/Opnsbgrph,https://github.com/GITCOINDEVELOPER/Opnsbgrph,gitcoindeveloper,1,2021-07-25 06:00:55+00:00
secretshardul/the-graph-celo,https://github.com/secretshardul/the-graph-celo,secretshardul,7,2021-07-19 07:09:05+00:00
etherliteexchange/etherliteexchange-subgraph,https://github.com/etherliteexchange/etherliteexchange-subgraph,etherliteexchange,0,2021-07-14 20:20:56+00:00
rojotek/subgraph-test,https://github.com/rojotek/subgraph-test,rojotek,0,2021-07-05 20:18:26+00:00
GalloDaSballo/mai-finance-subgraph,https://github.com/GalloDaSballo/mai-finance-subgraph,gallodasballo,4,2021-06-17 18:59:57+00:00
perpfutui/apex-graph,https://github.com/perpfutui/apex-graph,perpfutui,0,2021-06-12 14:42:27+00:00
strips-finance/mock-subgraph,https://github.com/strips-finance/mock-subgraph,strips-finance,0,2021-06-07 21:38:54+00:00
jannikluhn/graffiti,https://github.com/jannikluhn/graffiti,jannikluhn,1,2021-05-27 19:07:09+00:00
liteswap/liteswap-v2-subgraph,https://github.com/liteswap/liteswap-v2-subgraph,liteswap,0,2021-05-27 01:43:49+00:00
massbitprotocol/indexer,https://github.com/massbitprotocol/indexer,massbitprotocol,1,2021-05-26 07:46:28+00:00
daniel-kung/OKchain-graph,https://github.com/daniel-kung/OKchain-graph,daniel-kung,0,2021-05-23 10:30:15+00:00
indexed-finance/indexed-subgraph,https://github.com/indexed-finance/indexed-subgraph,indexed-finance,0,2021-05-23 09:13:58+00:00
litegraph/augur-subgraph,https://github.com/litegraph/augur-subgraph,litegraph,0,2021-05-08 06:35:07+00:00
litegraph/compound-v2-subgraph,https://github.com/litegraph/compound-v2-subgraph,litegraph,0,2021-05-08 06:33:50+00:00
markusbkoch/ensaios,https://github.com/markusbkoch/ensaios,markusbkoch,0,2021-05-06 11:32:59+00:00
xdaichain/liquidity-providers-subgraph,https://github.com/xdaichain/liquidity-providers-subgraph,xdaichain,1,2021-04-29 12:24:07+00:00
xilibi2003/Gameplayer,https://github.com/xilibi2003/Gameplayer,xilibi2003,17,2021-04-29 03:25:06+00:00
stevyhacker/token-locker-web,https://github.com/stevyhacker/token-locker-web,stevyhacker,4,2021-04-24 22:54:27+00:00
SashimiProject/sashimi-graph-cross-chain,https://github.com/SashimiProject/sashimi-graph-cross-chain,sashimiproject,0,2021-04-22 08:36:21+00:00
0xOrg/eip721-subgraph-rinkeby,https://github.com/0xOrg/eip721-subgraph-rinkeby,0xorg,0,2021-04-16 08:29:58+00:00
GalloDaSballo/aave-chainlink-euro,https://github.com/GalloDaSballo/aave-chainlink-euro,gallodasballo,2,2021-04-15 14:07:00+00:00
fatter-bo/graphstudy,https://github.com/fatter-bo/graphstudy,fatter-bo,0,2021-04-15 09:22:41+00:00
chainGers-2021/baby-shark,https://github.com/chainGers-2021/baby-shark,chaingers-2021,4,2021-04-11 21:18:55+00:00
andrejrakic/quantstamp-subgraph,https://github.com/andrejrakic/quantstamp-subgraph,andrejrakic,1,2021-03-31 20:00:03+00:00
GalloDaSballo/matic-microblog-mono,https://github.com/GalloDaSballo/matic-microblog-mono,gallodasballo,7,2021-03-31 13:53:12+00:00
zhxymh/shardingdao-graph,https://github.com/zhxymh/shardingdao-graph,zhxymh,0,2021-03-26 12:37:14+00:00
hzz780/thegraph-hello,https://github.com/hzz780/thegraph-hello,hzz780,0,2021-03-24 05:00:45+00:00
caleboutlex/eip721-subgraph-fantom,https://github.com/caleboutlex/eip721-subgraph-fantom,caleboutlex,0,2021-03-22 16:51:18+00:00
merklejerk/mooncatsrescue-subgraph,https://github.com/merklejerk/mooncatsrescue-subgraph,merklejerk,4,2021-03-20 06:46:20+00:00
zapaz/compound-v2-subgraph-kovan,https://github.com/zapaz/compound-v2-subgraph-kovan,zapaz,0,2021-02-28 22:13:03+00:00
MantraDAO/om-staking-v2-subgraph,https://github.com/MantraDAO/om-staking-v2-subgraph,mantradao,0,2021-02-04 04:57:46+00:00
AxieWorld/axie-infinity-core-subgraph,https://github.com/AxieWorld/axie-infinity-core-subgraph,axieworld,2,2021-02-03 09:06:44+00:00
smartnarrative/snn-graph-1,https://github.com/smartnarrative/snn-graph-1,smartnarrative,0,2021-01-23 17:26:33+00:00
PierrickGT/piedao-subgraph,https://github.com/PierrickGT/piedao-subgraph,pierrickgt,2,2021-01-20 21:41:57+00:00
push-protocol/push-subgraph,https://github.com/push-protocol/push-subgraph,push-protocol,2,2021-01-07 14:14:48+00:00
Africaswap/africaswap-subgraph,https://github.com/Africaswap/africaswap-subgraph,africaswap,0,2021-01-01 22:44:50+00:00
Celsians/celswap-subgraph,https://github.com/Celsians/celswap-subgraph,celsians,0,2020-12-21 09:31:50+00:00
leoyvens/ds-revert-in-memory-state,https://github.com/leoyvens/ds-revert-in-memory-state,leoyvens,0,2020-12-14 18:17:03+00:00
omgswap/omegasub,https://github.com/omgswap/omegasub,omgswap,1,2020-12-14 02:45:33+00:00
leapdao/bounty-system,https://github.com/leapdao/bounty-system,leapdao,0,2020-10-30 10:56:50+00:00
strudel-finance/relay-auction,https://github.com/strudel-finance/relay-auction,strudel-finance,0,2020-10-27 14:16:38+00:00
nmadd/meme-subgraph,https://github.com/nmadd/meme-subgraph,nmadd,0,2020-10-11 18:36:06+00:00
zyra-zia/TBTC-Explorer,https://github.com/zyra-zia/TBTC-Explorer,zyra-zia,2,2020-09-30 20:51:48+00:00
burgerswap-org/burgerswap-subgraph,https://github.com/burgerswap-org/burgerswap-subgraph,burgerswap-org,6,2020-09-12 15:12:23+00:00
Conflux-Network-Global/demo-cfx-graphprotocol,https://github.com/Conflux-Network-Global/demo-cfx-graphprotocol,conflux-network-global,0,2020-09-01 18:59:45+00:00
freight-trust/subgraphs,https://github.com/freight-trust/subgraphs,freight-trust,0,2020-08-18 20:20:21+00:00
lichen-lab-ltd/Blue-Coati,https://github.com/lichen-lab-ltd/Blue-Coati,lichen-lab-ltd,0,2020-08-06 22:19:41+00:00
odyssy-automaton/od-moloch-subgraphs,https://github.com/odyssy-automaton/od-moloch-subgraphs,odyssy-automaton,1,2020-01-22 21:59:35+00:00
